,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
203,38,0,1,397,1,2,2,1,4,0,54,2,3,3,3,1,7756,14199,3,1,19,3,4,1,10,6,4,5,4,0,2
204,29,1,2,115,0,13,3,2,1,0,51,3,2,0,2,0,5765,17485,5,0,11,3,1,0,7,4,1,5,3,0,0
205,36,0,2,566,1,18,4,0,3,1,81,4,1,2,4,1,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0
206,51,1,2,1150,1,8,4,0,1,1,53,1,3,3,4,0,10650,25150,2,0,15,3,4,0,18,2,3,4,2,0,3
207,36,0,1,311,1,7,3,0,1,1,77,3,1,2,2,0,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3
208,47,0,1,1454,0,2,4,0,4,0,65,2,1,5,4,0,3294,13137,1,1,18,3,1,0,3,3,2,3,2,1,2
209,46,0,1,945,2,5,2,1,2,1,80,3,2,8,2,2,5021,10425,8,1,22,4,4,1,16,2,3,4,2,0,2
210,26,0,1,1443,0,23,3,3,3,0,47,2,2,0,4,1,4157,21436,7,1,19,3,3,1,5,2,2,2,2,0,0
211,50,0,1,1046,1,10,3,2,4,1,100,2,3,6,4,0,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3
212,35,1,1,737,0,10,3,1,4,1,55,2,3,0,1,1,10306,21530,9,0,17,3,3,0,15,3,3,13,12,6,0
213,33,0,0,530,0,16,3,0,3,0,36,3,2,0,4,2,5368,16130,1,1,25,4,3,1,7,2,3,6,5,1,2
214,38,0,0,152,0,10,3,2,3,0,85,3,2,0,4,0,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3
215,58,0,1,1055,1,1,3,1,4,0,76,3,5,7,1,1,19701,22456,3,1,21,4,3,1,32,3,3,9,8,1,5
216,54,0,1,1082,0,2,4,0,3,0,41,2,3,0,3,1,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0
217,57,0,1,334,1,24,2,0,3,1,83,4,3,6,4,2,9439,23402,3,1,16,3,2,1,12,2,1,5,3,1,4
218,34,0,1,704,0,28,3,3,4,0,95,2,2,0,3,1,6712,8978,1,0,21,4,4,2,8,2,3,8,7,1,7
219,30,0,1,855,0,7,4,3,4,0,73,3,2,0,1,2,4779,12761,7,0,14,3,2,2,8,3,3,3,2,0,2
220,47,0,1,202,1,2,2,5,3,0,33,3,4,4,4,1,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0
221,37,0,1,161,1,10,3,0,3,0,42,4,3,7,4,1,13744,15471,1,1,25,4,1,1,16,2,3,16,11,6,8
222,30,0,2,1312,1,2,4,2,4,0,78,2,1,1,1,0,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7
223,23,0,1,650,1,9,1,1,2,1,37,3,1,2,1,1,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2
224,43,0,2,957,1,28,3,1,2,0,72,4,1,1,3,0,4739,16090,4,0,12,3,4,0,18,2,3,3,2,1,2
225,32,0,1,1018,1,3,2,0,3,0,39,3,3,7,4,0,11159,19373,3,0,15,3,4,0,10,6,3,7,7,7,7
226,31,0,1,1463,1,23,3,1,2,1,64,2,2,6,4,1,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8
227,42,0,1,691,0,8,4,3,3,1,48,3,2,0,2,1,6825,21173,0,0,11,3,4,1,10,2,3,9,7,4,2
228,33,0,0,1038,0,8,1,0,2,0,88,2,1,5,4,0,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2
229,23,0,1,1309,1,26,1,0,3,1,83,3,1,1,4,2,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2
230,49,0,2,1023,0,2,3,1,4,1,63,2,2,0,2,1,5390,13243,2,0,14,3,4,0,17,3,2,9,6,0,8
231,34,1,2,988,2,23,3,4,2,0,43,3,3,8,1,2,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2
232,35,0,1,1229,1,8,1,0,4,1,36,4,1,2,4,1,2269,4892,1,0,19,3,4,0,1,2,3,1,0,0,1
233,29,0,0,746,0,2,3,0,4,1,61,3,2,0,3,1,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2
234,34,0,1,810,0,8,2,2,2,1,92,4,2,0,3,1,6799,22128,1,0,21,4,3,2,10,5,3,10,8,4,8
235,34,0,1,665,1,6,4,5,1,0,41,3,2,1,3,0,4809,12482,1,0,14,3,3,0,16,3,3,16,13,2,10
236,35,0,1,1258,1,1,4,0,4,0,40,4,1,1,3,0,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2
237,36,0,0,217,1,18,4,0,1,1,78,3,2,3,4,0,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9
238,34,0,1,1130,1,3,3,0,4,0,66,3,2,1,2,2,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9
239,32,0,2,1318,0,10,4,3,4,1,79,3,2,0,4,0,4648,26075,8,0,13,3,3,0,4,2,4,0,0,0,0
240,25,0,1,180,1,2,1,1,1,1,65,4,1,1,1,0,3424,21632,7,0,13,3,3,0,6,3,2,4,3,0,1
241,27,0,2,994,0,8,3,0,4,1,37,3,3,0,3,0,8726,2975,1,0,15,3,4,0,9,0,3,9,8,1,7
242,32,0,1,827,1,1,1,0,4,1,71,3,1,1,1,0,2956,15178,1,0,13,3,4,0,1,2,3,1,0,0,0
243,32,1,1,1045,0,4,4,1,4,1,32,1,3,0,4,1,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8
244,56,0,1,832,1,9,3,1,3,1,81,3,4,6,4,1,11103,20420,7,0,11,3,3,0,30,1,2,10,7,1,1
245,38,0,2,148,1,2,3,1,4,0,42,2,1,2,2,0,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3
246,46,0,1,563,0,1,4,0,4,1,56,4,4,4,1,0,17567,3156,1,0,15,3,2,0,27,5,1,26,0,0,12
247,50,0,2,1246,2,3,3,1,1,1,99,3,5,4,2,1,18200,7999,1,0,11,3,3,1,32,2,3,32,5,10,7
248,51,1,1,1323,1,4,4,0,1,1,34,3,1,1,3,1,2461,10332,9,1,12,3,3,3,18,2,4,10,0,2,7
249,37,1,1,807,2,6,4,4,3,1,63,3,1,8,1,2,2073,23648,4,1,22,4,4,0,7,3,3,3,2,0,2
250,40,0,1,1124,0,1,2,1,2,1,57,1,2,0,4,1,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2
251,46,0,1,1009,1,2,3,0,1,1,51,3,4,7,3,1,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1
252,40,0,1,369,1,8,2,0,2,0,92,3,2,3,1,1,6516,5041,2,1,16,3,2,1,18,3,3,1,0,0,0
253,30,0,1,1339,0,5,3,0,2,0,41,3,3,0,4,1,9419,8053,2,0,12,3,3,1,12,2,3,10,9,7,4
254,34,0,1,1351,1,1,4,0,2,1,45,3,2,1,4,1,5484,13008,9,0,17,3,2,1,9,3,2,2,2,2,1
255,25,0,1,622,0,13,1,1,2,1,40,3,1,5,3,1,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6
256,55,0,1,1311,1,2,3,0,3,0,97,3,4,4,4,0,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2
257,20,1,1,500,0,2,3,1,3,0,49,2,1,5,3,0,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2
258,41,0,1,337,0,8,3,3,3,0,54,3,2,0,2,1,4393,26841,5,0,21,4,3,1,14,3,3,5,4,1,4
259,32,0,1,267,1,29,4,0,3,0,49,2,1,2,2,0,2837,15919,1,0,13,3,3,0,6,3,3,6,2,4,1
260,34,0,1,216,0,1,4,3,2,1,75,4,2,0,4,2,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9
261,31,0,2,1327,1,3,4,1,2,1,73,3,3,7,3,2,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2
262,31,0,1,691,1,5,4,2,3,1,86,3,1,1,4,1,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3
263,45,0,1,193,1,6,4,5,4,1,52,3,3,7,1,1,13245,15067,4,1,14,3,2,0,17,3,4,0,0,0,0
264,41,0,2,840,1,9,3,1,1,1,64,3,5,7,3,2,19419,3735,2,0,17,3,2,1,21,2,4,18,16,0,11
265,46,0,1,228,0,3,3,0,3,0,51,3,4,4,2,1,16606,11380,8,0,12,3,4,1,23,2,4,13,12,5,1
266,53,0,1,1376,0,2,2,1,3,1,45,3,4,4,3,2,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2
267,38,0,1,770,0,10,4,3,3,1,73,2,3,0,3,2,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7
268,45,0,1,1448,1,29,3,2,2,1,55,3,3,3,4,1,9380,14720,4,1,18,3,4,2,10,4,4,3,1,1,2
269,56,0,1,206,2,8,4,0,4,1,99,3,5,4,2,0,19717,4022,6,0,14,3,1,0,36,4,3,7,3,7,7
270,35,0,1,583,1,25,4,1,3,0,57,3,3,6,3,2,10388,6975,1,1,11,3,3,1,16,3,2,16,10,10,1
271,34,0,1,735,0,3,1,1,4,0,75,2,2,0,4,1,8103,16495,3,1,12,3,3,0,9,3,2,4,2,0,1
272,47,0,1,1180,1,25,3,1,1,1,84,3,3,6,3,0,8633,13084,2,0,23,4,2,0,25,3,3,17,14,12,11
273,33,0,2,970,0,7,3,0,4,0,30,3,2,0,2,1,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2
274,58,0,1,682,0,10,4,1,4,1,37,3,4,0,3,0,13872,24409,0,0,13,3,3,0,38,1,2,37,10,1,8
275,43,0,1,244,2,2,3,0,2,1,97,3,1,8,4,0,3539,5033,0,0,13,3,2,0,10,5,3,9,7,1,8
276,40,0,0,458,1,16,2,0,3,1,74,3,1,1,3,2,3544,8532,9,0,16,3,2,1,6,0,3,4,2,0,0
277,27,0,1,199,1,6,3,0,4,1,55,2,1,1,3,1,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2
278,25,1,1,867,0,19,2,3,3,1,36,2,1,5,2,1,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0
279,19,1,1,528,0,22,1,3,4,1,50,3,1,5,3,0,1675,26820,1,1,19,3,4,0,0,2,2,0,0,0,0
280,26,1,1,1357,1,25,3,0,1,1,48,1,1,2,3,0,2293,10558,1,0,12,3,3,0,1,2,2,1,0,0,1
281,40,0,0,1151,1,9,5,0,4,1,63,2,2,6,4,1,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2
282,44,1,2,429,1,1,2,1,3,1,99,3,1,1,2,2,2342,11092,1,1,12,3,3,3,6,2,2,5,3,2,3
283,24,1,1,240,2,22,1,4,4,1,58,1,1,8,3,1,1555,11585,1,0,11,3,3,1,1,2,3,1,0,0,0
284,35,0,1,287,1,1,4,0,3,0,62,1,1,1,4,1,2977,8952,1,0,12,3,4,1,4,5,3,4,3,1,1
285,48,0,1,530,0,29,1,1,1,0,91,3,3,4,3,1,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0
286,34,0,0,1375,0,10,3,0,4,1,87,3,2,0,3,2,4001,12313,1,1,14,3,3,1,15,3,3,15,14,0,7
287,37,0,1,290,1,21,3,0,2,1,65,4,1,1,1,1,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7
288,49,0,1,1490,1,7,4,0,3,1,35,3,3,6,2,2,10466,20948,3,0,14,3,2,2,29,3,3,8,7,0,7
289,54,0,1,1217,1,2,4,2,1,0,60,3,3,7,3,1,13549,24001,9,0,12,3,1,1,16,5,1,4,3,0,3
290,53,0,1,1223,1,7,2,1,4,0,50,3,5,4,3,2,18606,18640,3,0,18,3,2,1,26,6,3,7,7,4,7
291,35,0,1,384,0,8,4,0,1,0,72,3,1,5,4,1,2572,20317,1,0,16,3,2,1,3,1,2,3,2,0,2
292,38,0,1,688,1,23,4,0,4,1,82,3,2,6,4,2,5745,18899,9,0,14,3,2,1,10,2,3,2,2,1,2
293,21,1,2,251,1,10,2,0,1,0,45,2,1,2,3,0,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2
294,34,0,1,1346,1,19,2,1,2,1,93,3,1,2,4,2,2661,8758,0,0,11,3,3,1,3,2,3,2,2,1,2
295,21,0,1,984,1,1,1,2,4,0,70,2,1,1,2,0,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2
296,42,0,1,603,1,7,4,1,2,0,78,4,2,1,2,1,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0
297,23,0,1,310,1,10,1,1,1,1,79,4,1,1,3,0,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2
298,58,0,1,1145,1,9,3,1,2,0,75,2,1,1,2,1,3346,11873,4,1,20,4,2,1,9,3,2,1,0,0,0
299,28,0,1,1158,1,9,3,1,4,1,94,3,1,1,4,1,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4
300,37,0,1,589,0,9,2,3,2,1,46,2,2,0,2,1,4189,8800,1,0,14,3,1,2,5,2,3,5,2,0,3
301,39,0,2,945,1,22,3,1,4,0,82,3,3,3,1,0,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8
302,50,0,1,316,0,8,4,3,4,1,54,3,1,5,2,1,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2
303,26,1,0,265,0,29,2,1,2,1,79,1,2,0,1,0,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2
304,35,0,1,682,0,18,4,1,2,1,71,3,2,0,1,1,5561,15975,0,0,16,3,4,1,6,2,1,5,3,0,4
305,47,1,2,1093,0,9,3,0,3,1,82,1,4,0,3,1,12936,24164,7,0,11,3,3,0,25,3,1,23,5,14,10
306,42,0,1,269,1,2,3,1,4,0,56,2,1,2,1,2,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8
307,53,0,1,1282,1,5,3,5,3,0,58,3,5,4,3,2,19094,10735,4,0,11,3,4,1,26,3,2,14,13,4,8
308,37,1,2,504,1,10,3,1,1,1,61,3,3,3,3,2,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0
309,35,1,1,622,1,14,4,5,3,1,39,2,1,2,2,2,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2
310,39,0,1,1462,0,6,3,1,4,1,38,4,3,0,3,1,8237,4658,2,0,11,3,1,1,11,3,3,7,6,7,6
311,30,0,0,990,1,7,3,2,3,1,64,3,1,1,3,2,1274,7152,1,0,13,3,2,2,1,2,2,1,0,0,0
312,31,0,1,196,0,29,4,3,1,0,91,2,2,0,4,1,5468,13402,1,0,14,3,1,2,13,3,3,12,7,5,7
313,34,0,1,1157,1,5,2,1,2,1,57,2,2,2,4,1,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13
314,32,0,1,801,0,1,4,3,3,0,48,3,3,0,4,1,10422,24032,1,0,19,3,3,2,14,3,3,14,10,5,7
315,31,0,1,1112,0,5,4,0,1,0,67,3,2,0,4,1,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2
316,32,0,2,430,1,24,4,0,1,1,80,3,2,2,4,1,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7
317,39,0,1,116,1,24,1,0,1,1,52,3,2,1,4,0,4108,5340,7,0,13,3,1,0,18,2,3,7,7,1,7
318,31,0,0,979,1,1,4,1,3,1,90,1,2,3,3,1,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4
319,46,1,1,261,1,21,2,1,4,0,66,3,2,6,2,1,8926,10842,4,0,22,4,4,1,13,2,4,9,7,3,7
320,34,0,1,181,1,2,4,1,4,1,97,4,1,1,4,1,2932,5586,0,1,14,3,1,3,6,3,3,5,0,1,2
321,30,0,1,979,0,15,2,3,3,1,94,2,3,0,1,2,7140,3088,2,0,11,3,1,1,12,2,3,7,7,1,7
322,38,0,1,371,1,2,3,0,4,1,45,3,1,1,4,0,3944,4306,5,1,11,3,3,0,6,3,3,3,2,1,2
323,37,1,1,1373,1,2,2,5,4,1,92,2,1,2,3,0,2090,2396,6,1,15,3,2,0,7,3,3,0,0,0,0
324,34,0,1,470,1,2,4,0,4,1,84,2,2,3,1,1,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9
325,46,0,1,991,2,1,2,0,4,0,44,3,1,8,1,0,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7
326,48,0,1,492,0,16,4,0,3,0,96,3,2,0,3,2,6439,13693,8,0,14,3,3,1,18,2,3,8,7,7,7
327,43,0,2,422,1,1,3,0,4,0,33,3,2,6,4,1,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2
328,38,0,1,1153,1,6,2,5,4,0,40,2,1,2,3,1,3702,16376,1,0,11,3,2,1,5,3,3,5,4,0,4
329,39,1,1,1122,1,6,3,1,4,1,70,3,1,2,1,1,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2
330,27,0,2,294,1,10,2,0,4,1,32,3,3,3,1,2,8793,4809,1,0,21,4,3,2,9,4,2,9,7,1,7
331,40,1,0,1479,0,24,3,0,2,0,100,4,4,0,2,0,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0
332,36,0,1,917,1,6,4,0,3,1,60,1,1,2,3,2,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7
333,31,0,1,311,1,20,3,0,2,1,89,3,2,2,3,2,4197,18624,1,0,11,3,1,1,10,2,3,10,8,0,2
334,29,0,2,442,0,2,2,0,2,1,44,3,2,0,4,0,4554,20260,1,0,18,3,1,0,10,3,2,10,7,0,9
335,28,0,0,1476,1,1,3,0,3,0,55,1,2,2,4,1,6674,16392,0,0,11,3,1,3,10,6,3,9,8,7,5
336,30,1,1,1005,1,3,3,2,4,0,88,3,1,1,1,0,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4
337,28,0,1,1083,1,29,1,0,3,1,96,1,2,3,2,1,6549,3173,1,0,14,3,2,2,8,2,2,8,6,1,7
338,48,0,1,1236,1,1,4,0,4,0,40,2,4,4,1,1,15402,17997,7,0,11,3,1,1,21,3,1,3,2,0,2
339,25,0,1,977,1,2,1,5,4,1,57,3,1,2,3,2,3977,7298,6,1,19,3,3,1,7,2,2,2,2,0,2
340,34,0,1,937,0,1,3,3,1,1,32,3,3,0,4,0,9888,6770,1,0,21,4,1,0,14,3,2,14,8,2,1
341,35,0,1,1395,1,9,4,1,2,1,48,3,2,1,3,0,5098,18698,1,0,19,3,2,0,10,5,3,10,7,0,8
342,31,0,2,715,0,2,4,5,4,1,54,3,2,0,1,0,5332,21602,7,0,13,3,4,0,10,3,3,5,2,0,3
343,27,0,2,472,1,1,1,2,3,1,60,2,2,3,1,1,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0
344,30,0,1,921,1,1,3,0,4,1,38,1,1,2,3,1,3833,24375,3,0,21,4,3,2,7,2,3,2,2,0,2
345,21,0,1,546,1,5,1,1,3,1,97,3,1,1,4,0,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2
346,46,0,1,734,1,2,4,1,3,1,46,3,5,7,4,2,19328,14218,7,1,17,3,3,1,24,3,3,2,1,2,2
347,54,0,1,1147,0,3,3,3,4,0,52,3,2,0,1,1,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5
348,47,0,1,249,0,2,2,3,3,0,35,3,2,0,4,1,4537,17783,0,1,22,4,1,1,8,2,3,7,6,7,7
349,26,0,1,572,0,10,3,1,3,1,46,3,2,0,4,0,4684,9125,1,0,13,3,1,0,5,4,3,5,3,1,2
350,36,0,0,1105,1,24,4,0,2,0,47,3,2,2,2,1,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8
351,35,0,1,735,1,6,1,0,3,1,66,3,1,1,3,1,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2
352,39,0,1,1431,1,1,4,1,3,0,96,3,1,2,3,2,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2
353,45,0,1,1015,1,5,5,1,3,0,50,1,2,2,1,0,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4
354,38,0,2,1391,1,10,1,1,3,1,66,3,1,1,3,1,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2
355,22,1,2,1368,1,4,1,2,3,1,99,2,1,2,3,0,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2
356,36,0,1,1041,2,13,3,4,3,1,36,3,1,8,2,1,2143,25527,4,0,13,3,2,1,8,2,3,5,2,0,4
357,35,0,1,1146,2,26,4,0,3,0,31,3,3,8,4,0,8837,16642,1,1,16,3,3,0,9,2,3,9,0,1,7
358,43,0,2,185,1,10,4,0,3,0,33,3,1,2,4,0,2455,10675,0,0,19,3,1,0,9,5,3,8,7,1,7
359,54,0,1,685,1,3,3,0,4,1,85,3,4,7,4,1,17779,23474,3,0,14,3,1,0,36,2,3,10,9,0,9
360,24,0,1,1371,0,10,4,3,4,0,77,3,2,0,3,2,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3
361,51,0,1,770,2,5,3,0,3,1,84,3,4,4,2,2,14026,17588,1,1,11,3,2,1,33,2,3,33,9,0,10
362,58,1,1,286,1,2,4,0,4,1,31,3,5,7,2,0,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8
363,22,1,2,1256,1,3,4,0,3,1,48,2,1,1,4,1,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0
364,26,0,2,1479,1,1,3,0,3,0,84,3,2,3,2,2,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4
365,35,1,2,662,0,18,4,3,4,0,67,3,2,0,3,1,4614,23288,0,1,18,3,3,1,5,0,2,4,2,3,2
366,37,0,1,1107,1,14,3,0,4,0,95,3,1,2,1,2,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17
367,34,0,2,135,1,19,3,1,3,0,46,3,2,2,2,2,4444,22534,4,0,13,3,3,2,15,2,4,11,8,5,10
368,41,0,1,582,1,28,4,0,1,0,60,2,4,3,2,1,13570,5640,0,0,23,4,3,1,21,3,3,20,7,0,10
369,21,0,1,1343,0,22,1,2,3,1,49,3,1,5,3,0,3447,24444,1,0,11,3,3,0,3,2,3,3,2,1,2
370,30,0,1,793,1,16,1,0,2,1,33,3,1,1,4,1,2862,3811,1,0,12,3,2,1,10,2,2,10,0,0,8
371,46,0,1,566,1,7,2,1,4,1,75,3,3,3,3,2,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7
372,51,0,1,1469,1,8,4,0,2,1,81,2,3,7,2,1,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7
373,54,0,1,548,1,8,4,0,3,0,42,3,2,2,3,0,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0
374,34,0,1,285,1,29,3,1,2,1,86,3,2,2,3,1,5429,17491,4,0,13,3,1,2,10,1,3,8,7,7,7
375,53,0,1,868,0,8,3,3,1,1,73,3,4,0,4,1,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2
376,55,0,1,189,2,26,4,4,3,1,71,4,5,4,2,1,19636,25811,4,1,18,3,1,1,35,0,3,10,9,1,4
377,27,0,2,793,0,2,1,0,4,1,43,1,2,0,4,0,5071,20392,3,0,20,4,2,0,8,3,3,6,2,0,0
378,19,1,0,504,1,10,3,1,1,0,96,2,1,1,2,0,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0
379,50,0,1,989,1,7,2,1,2,0,43,2,5,7,3,2,18740,16701,5,1,12,3,4,1,29,2,2,27,3,13,8
380,28,0,2,783,0,1,2,0,3,1,42,2,2,0,4,1,6834,19255,1,1,12,3,3,1,7,2,3,7,7,0,7
381,35,0,1,538,1,25,2,5,1,1,54,2,2,2,4,0,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2
382,45,0,2,1199,1,7,4,0,1,1,77,4,2,3,3,1,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2
383,31,0,1,218,0,7,3,2,2,1,100,4,2,0,4,1,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7
384,22,0,1,594,1,2,1,2,3,1,100,3,1,2,4,1,2523,19299,0,0,14,3,3,1,3,2,3,2,1,2,1
385,47,0,1,1225,0,2,4,0,2,0,47,4,4,4,2,2,15972,21086,6,0,14,3,3,3,29,2,3,3,2,1,2
386,31,1,2,667,0,1,4,0,2,0,50,1,1,5,3,0,1359,16154,1,0,12,3,2,0,1,3,3,1,0,0,0
387,28,1,1,1157,1,2,4,1,1,1,84,1,1,1,4,1,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2
388,32,0,2,379,0,5,2,0,2,1,48,3,2,0,2,1,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3
389,35,0,2,1199,1,18,4,0,3,1,80,3,2,6,3,1,5689,24594,1,1,14,3,4,2,10,2,4,10,2,0,2
390,25,0,0,675,1,5,2,0,2,1,85,4,2,6,1,2,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5
391,38,0,1,119,0,3,3,0,1,1,76,3,3,0,3,2,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13
392,31,0,1,1232,1,7,4,1,3,0,39,3,3,3,4,0,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10
393,44,0,1,528,2,1,3,0,3,0,44,3,1,8,4,2,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2
394,20,0,1,1141,0,2,3,1,3,0,31,3,1,5,3,0,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2
395,35,0,0,1225,1,2,4,0,4,0,61,3,2,6,1,2,5093,4761,2,0,11,3,1,1,16,2,4,1,0,0,0
396,34,0,2,1069,1,2,1,0,4,1,45,2,2,3,3,1,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9
397,40,0,1,448,1,16,3,0,3,0,84,3,3,3,4,0,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3
398,34,0,1,131,0,2,3,3,3,0,86,3,2,0,1,0,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2
399,35,0,1,809,1,16,3,1,1,1,84,4,1,2,2,1,2426,16479,0,0,13,3,3,1,6,5,3,5,4,0,3
400,40,0,1,107,0,10,3,2,2,0,84,2,2,0,2,2,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3
401,44,1,1,621,1,15,3,1,1,0,73,3,3,6,4,1,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5
402,50,0,1,804,1,9,3,0,1,1,64,3,1,2,4,1,2380,20165,4,0,18,3,2,0,8,5,3,1,0,0,0
403,55,0,0,444,1,2,1,1,3,1,40,2,4,4,1,0,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2
404,37,0,1,342,0,16,4,3,4,1,66,2,2,0,3,2,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0
405,34,1,2,296,0,6,2,3,4,0,33,1,1,5,3,2,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0
406,44,1,1,935,1,3,3,0,1,1,89,3,1,2,1,1,2362,14669,4,0,12,3,3,0,10,4,4,3,2,1,2
407,37,0,1,482,1,3,3,5,3,1,36,3,3,3,3,1,9434,9606,1,0,15,3,3,1,10,2,3,10,7,7,8
408,37,0,0,1252,0,19,2,1,1,1,32,3,3,0,2,0,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9
409,39,0,1,1329,0,4,4,0,4,0,47,2,2,0,3,1,5902,14590,4,0,14,3,3,1,17,1,4,15,11,5,9
